,titles,budgets,film_page_urls,directors,director_page_urls
760,Edge of Darkness,"                
            $80MM

",https://pro.imdb.com/title/tt1226273/?ref_=search_title_T1_result_761,Martin Campbell,https://pro.imdb.com/name/nm0132709/?ref_=search_title_T1_result_s_761
761,Finding Dory,"                
            $200MM

",https://pro.imdb.com/title/tt2277860/?ref_=search_title_T1_result_762,Andrew Stanton,https://pro.imdb.com/name/nm0004056/?ref_=search_title_T1_result_s_762
762,Hardcore Henry,"                
            $2MM

",https://pro.imdb.com/title/tt3072482/?ref_=search_title_T1_result_763,Ilya Naishuller,https://pro.imdb.com/name/nm5820154/?ref_=search_title_T1_result_s_763
763,Everybody Wants Some!!,"                
            $10MM

",https://pro.imdb.com/title/tt2937696/?ref_=search_title_T1_result_764,Richard Linklater,https://pro.imdb.com/name/nm0000500/?ref_=search_title_T1_result_s_764
764,Goosebumps,"                
            $58MM

",https://pro.imdb.com/title/tt1051904/?ref_=search_title_T1_result_765,Rob Letterman,https://pro.imdb.com/name/nm1224299/?ref_=search_title_T1_result_s_765
765,Seventh Son,"                
            $95MM

",https://pro.imdb.com/title/tt1121096/?ref_=search_title_T1_result_766,Sergei Bodrov,https://pro.imdb.com/name/nm0091076/?ref_=search_title_T1_result_s_766
766,The Lego Batman Movie,"                
            $80MM

",https://pro.imdb.com/title/tt4116284/?ref_=search_title_T1_result_767,Chris McKay,https://pro.imdb.com/name/nm0003021/?ref_=search_title_T1_result_s_767
767,Left Behind,"                
            $16MM

",https://pro.imdb.com/title/tt2467046/?ref_=search_title_T1_result_768,Vic Armstrong,https://pro.imdb.com/name/nm0002184/?ref_=search_title_T1_result_s_768
768,War Horse,"                
            $66MM

",https://pro.imdb.com/title/tt1568911/?ref_=search_title_T1_result_769,Steven Spielberg,https://pro.imdb.com/name/nm0000229/?ref_=search_title_T1_result_s_769
769,Daddy's Home,"                
            $50MM

",https://pro.imdb.com/title/tt1528854/?ref_=search_title_T1_result_770,Sean Anders,https://pro.imdb.com/name/nm1890845/?ref_=search_title_T1_result_s_770
770,Takers,"                
            $20MM

",https://pro.imdb.com/title/tt1135084/?ref_=search_title_T1_result_771,John Luessenhop,https://pro.imdb.com/name/nm0525141/?ref_=search_title_T1_result_s_771
771,"Everything, Everything","                
            $10MM

",https://pro.imdb.com/title/tt5001718/?ref_=search_title_T1_result_772,Stella Meghie,https://pro.imdb.com/name/nm4907810/?ref_=search_title_T1_result_s_772
772,The Vow,"                
            $30MM

",https://pro.imdb.com/title/tt1606389/?ref_=search_title_T1_result_773,Michael Sucsy,https://pro.imdb.com/name/nm1302591/?ref_=search_title_T1_result_s_773
773,Keanu,"                
            $15MM

",https://pro.imdb.com/title/tt4139124/?ref_=search_title_T1_result_774,Peter Atencio,https://pro.imdb.com/name/nm1534595/?ref_=search_title_T1_result_s_774
774,Demolition,"                
            $10MM

",https://pro.imdb.com/title/tt1172049/?ref_=search_title_T1_result_775,Jean-Marc Vallée,https://pro.imdb.com/name/nm0885249/?ref_=search_title_T1_result_s_775
775,The Catcher Was a Spy,"                
            $14MM

",https://pro.imdb.com/title/tt4602066/?ref_=search_title_T1_result_776,Ben Lewin,https://pro.imdb.com/name/nm0506802/?ref_=search_title_T1_result_s_776
776,The Muppets,"                
            $45MM

",https://pro.imdb.com/title/tt1204342/?ref_=search_title_T1_result_777,James Bobin,https://pro.imdb.com/name/nm0090386/?ref_=search_title_T1_result_s_777
777,The Lincoln Lawyer,"                
            $40MM

",https://pro.imdb.com/title/tt1189340/?ref_=search_title_T1_result_778,Brad Furman,https://pro.imdb.com/name/nm1026778/?ref_=search_title_T1_result_s_778
778,Secret in Their Eyes,"                
            $20MM

",https://pro.imdb.com/title/tt1741273/?ref_=search_title_T1_result_779,Billy Ray,https://pro.imdb.com/name/nm0712753/?ref_=search_title_T1_result_s_779
779,By the Sea,"                
            $10MM

",https://pro.imdb.com/title/tt3707106/?ref_=search_title_T1_result_780,Angelina Jolie,https://pro.imdb.com/name/nm0001401/?ref_=search_title_T1_result_s_780
780,The Host,"                
            $40MM

",https://pro.imdb.com/title/tt1517260/?ref_=search_title_T1_result_781,Andrew Niccol,https://pro.imdb.com/name/nm0629272/?ref_=search_title_T1_result_s_781
781,The Campaign,"                
            $95MM

",https://pro.imdb.com/title/tt1790886/?ref_=search_title_T1_result_782,Jay Roach,https://pro.imdb.com/name/nm0005366/?ref_=search_title_T1_result_s_782
782,Ghost Rider: Spirit of Vengeance,"                
            $57MM

",https://pro.imdb.com/title/tt1071875/?ref_=search_title_T1_result_783,Mark Neveldine,https://pro.imdb.com/name/nm0004410/?ref_=search_title_T1_result_s_783
783,Another Earth,"                
            $100K

",https://pro.imdb.com/title/tt1549572/?ref_=search_title_T1_result_784,Mike Cahill,https://pro.imdb.com/name/nm2648685/?ref_=search_title_T1_result_s_784
784,Keeping Up with the Joneses,"                
            $40MM

",https://pro.imdb.com/title/tt2387499/?ref_=search_title_T1_result_785,Greg Mottola,https://pro.imdb.com/name/nm0609549/?ref_=search_title_T1_result_s_785
785,Before I Go to Sleep,"                
            $22MM

",https://pro.imdb.com/title/tt1726592/?ref_=search_title_T1_result_786,Rowan Joffe,https://pro.imdb.com/name/nm0423626/?ref_=search_title_T1_result_s_786
786,Red Dawn,"                
            $65MM

",https://pro.imdb.com/title/tt1234719/?ref_=search_title_T1_result_787,Dan Bradley,https://pro.imdb.com/name/nm0103187/?ref_=search_title_T1_result_s_787
787,My Week with Marilyn,"                
            £6.4MM

",https://pro.imdb.com/title/tt1655420/?ref_=search_title_T1_result_788,Simon Curtis,https://pro.imdb.com/name/nm0193508/?ref_=search_title_T1_result_s_788
788,Before I Fall,"                
            $5MM

",https://pro.imdb.com/title/tt1691916/?ref_=search_title_T1_result_789,Ry Russo-Young,https://pro.imdb.com/name/nm1735543/?ref_=search_title_T1_result_s_789
789,Pompeii,"                
            $80MM

",https://pro.imdb.com/title/tt1921064/?ref_=search_title_T1_result_790,Paul W.S. Anderson,https://pro.imdb.com/name/nm0027271/?ref_=search_title_T1_result_s_790
790,Date Night,"                
            $55MM

",https://pro.imdb.com/title/tt1279935/?ref_=search_title_T1_result_791,Shawn Levy,https://pro.imdb.com/name/nm0506613/?ref_=search_title_T1_result_s_791
791,Jack the Giant Slayer,"                
            $195MM

",https://pro.imdb.com/title/tt1351685/?ref_=search_title_T1_result_792,Bryan Singer,https://pro.imdb.com/name/nm0001741/?ref_=search_title_T1_result_s_792
792,Macbeth,"                
            $15MM

",https://pro.imdb.com/title/tt2884018/?ref_=search_title_T1_result_793,Justin Kurzel,https://pro.imdb.com/name/nm2355933/?ref_=search_title_T1_result_s_793
793,Loving Vincent,"                
            €5MM

",https://pro.imdb.com/title/tt3262342/?ref_=search_title_T1_result_794,Dorota Kobiela,https://pro.imdb.com/name/nm3699790/?ref_=search_title_T1_result_s_794
794,Death at a Funeral,"                
            $20MM

",https://pro.imdb.com/title/tt1321509/?ref_=search_title_T1_result_795,Neil LaBute,https://pro.imdb.com/name/nm0001438/?ref_=search_title_T1_result_s_795
795,The Words,"                
            $6MM

",https://pro.imdb.com/title/tt1840417/?ref_=search_title_T1_result_796,Brian Klugman,https://pro.imdb.com/name/nm0460206/?ref_=search_title_T1_result_s_796
796,Sherlock Gnomes,"                
            $59MM

",https://pro.imdb.com/title/tt2296777/?ref_=search_title_T1_result_797,John Stevenson,https://pro.imdb.com/name/nm0828970/?ref_=search_title_T1_result_s_797
797,Man on a Ledge,"                
            $42MM

",https://pro.imdb.com/title/tt1568338/?ref_=search_title_T1_result_798,Asger Leth,https://pro.imdb.com/name/nm1300606/?ref_=search_title_T1_result_s_798
798,Before Midnight,"                
            $3MM

",https://pro.imdb.com/title/tt2209418/?ref_=search_title_T1_result_799,Richard Linklater,https://pro.imdb.com/name/nm0000500/?ref_=search_title_T1_result_s_799
799,I Can Only Imagine,"                
            $7MM

",https://pro.imdb.com/title/tt6450186/?ref_=search_title_T1_result_800,Andrew Erwin,https://pro.imdb.com/name/nm3401779/?ref_=search_title_T1_result_s_800
800,Ouija: Origin of Evil,"                
            $9MM

",https://pro.imdb.com/title/tt4361050/?ref_=search_title_T1_result_801,Mike Flanagan,https://pro.imdb.com/name/nm1093039/?ref_=search_title_T1_result_s_801
801,Triple 9,"                
            $20MM

",https://pro.imdb.com/title/tt1712261/?ref_=search_title_T1_result_802,John Hillcoat,https://pro.imdb.com/name/nm0384825/?ref_=search_title_T1_result_s_802
802,A Most Wanted Man,"                
            $15MM

",https://pro.imdb.com/title/tt1972571/?ref_=search_title_T1_result_803,Anton Corbijn,https://pro.imdb.com/name/nm0179221/?ref_=search_title_T1_result_s_803
803,This Is Where I Leave You,"                
            $20MM

",https://pro.imdb.com/title/tt1371150/?ref_=search_title_T1_result_804,Shawn Levy,https://pro.imdb.com/name/nm0506613/?ref_=search_title_T1_result_s_804
804,Epic,"                
            $100MM

",https://pro.imdb.com/title/tt0848537/?ref_=search_title_T1_result_805,Chris Wedge,https://pro.imdb.com/name/nm0917188/?ref_=search_title_T1_result_s_805
805,Pete's Dragon,"                
            $65MM

",https://pro.imdb.com/title/tt2788732/?ref_=search_title_T1_result_806,David Lowery,https://pro.imdb.com/name/nm1108007/?ref_=search_title_T1_result_s_806
806,Valentine's Day,"                
            $52MM

",https://pro.imdb.com/title/tt0817230/?ref_=search_title_T1_result_807,Garry Marshall,https://pro.imdb.com/name/nm0005190/?ref_=search_title_T1_result_s_807
807,Me and Earl and the Dying Girl,"                
            $8MM

",https://pro.imdb.com/title/tt2582496/?ref_=search_title_T1_result_808,Alfonso Gomez-Rejon,https://pro.imdb.com/name/nm0004234/?ref_=search_title_T1_result_s_808
808,Zoolander 2,"                
            $50MM

",https://pro.imdb.com/title/tt1608290/?ref_=search_title_T1_result_809,Ben Stiller,https://pro.imdb.com/name/nm0001774/?ref_=search_title_T1_result_s_809
809,The Zero Theorem,"                
            $8.5MM

",https://pro.imdb.com/title/tt2333804/?ref_=search_title_T1_result_810,Terry Gilliam,https://pro.imdb.com/name/nm0000416/?ref_=search_title_T1_result_s_810
810,Bridget Jones's Baby,"                
            $35MM

",https://pro.imdb.com/title/tt1473832/?ref_=search_title_T1_result_811,Sharon Maguire,https://pro.imdb.com/name/nm0536632/?ref_=search_title_T1_result_s_811
811,When in Rome,"                
            $55MM

",https://pro.imdb.com/title/tt1185416/?ref_=search_title_T1_result_812,Mark Steven Johnson,https://pro.imdb.com/name/nm0425756/?ref_=search_title_T1_result_s_812
812,Mirror Mirror,"                
            $85MM

",https://pro.imdb.com/title/tt1667353/?ref_=search_title_T1_result_813,Tarsem Singh,https://pro.imdb.com/name/nm0802248/?ref_=search_title_T1_result_s_813
813,Hell Fest,"                
            $5.5MM

",https://pro.imdb.com/title/tt1999890/?ref_=search_title_T1_result_814,Gregory Plotkin,https://pro.imdb.com/name/nm0687427/?ref_=search_title_T1_result_s_814
814,Cars 2,"                
            $200MM

",https://pro.imdb.com/title/tt1216475/?ref_=search_title_T1_result_815,John Lasseter,https://pro.imdb.com/name/nm0005124/?ref_=search_title_T1_result_s_815
815,J. Edgar,"                
            $35MM

",https://pro.imdb.com/title/tt1616195/?ref_=search_title_T1_result_816,Clint Eastwood,https://pro.imdb.com/name/nm0000142/?ref_=search_title_T1_result_s_816
816,The Runaways,"                
            $10MM

",https://pro.imdb.com/title/tt1017451/?ref_=search_title_T1_result_817,Floria Sigismondi,https://pro.imdb.com/name/nm0797455/?ref_=search_title_T1_result_s_817
817,The Boy Next Door,"                
            $4MM

",https://pro.imdb.com/title/tt3181822/?ref_=search_title_T1_result_818,Rob Cohen,https://pro.imdb.com/name/nm0003418/?ref_=search_title_T1_result_s_818
818,If I Stay,"                
            $11MM

",https://pro.imdb.com/title/tt1355630/?ref_=search_title_T1_result_819,R.J. Cutler,https://pro.imdb.com/name/nm0191712/?ref_=search_title_T1_result_s_819
819,A Good Day to Die Hard,"                
            $92MM

",https://pro.imdb.com/title/tt1606378/?ref_=search_title_T1_result_820,John Moore,https://pro.imdb.com/name/nm0601382/?ref_=search_title_T1_result_s_820
820,Flipped,"                
            $14MM

",https://pro.imdb.com/title/tt0817177/?ref_=search_title_T1_result_821,Rob Reiner,https://pro.imdb.com/name/nm0001661/?ref_=search_title_T1_result_s_821
821,Dope,"                
            $7MM

",https://pro.imdb.com/title/tt3850214/?ref_=search_title_T1_result_822,Rick Famuyiwa,https://pro.imdb.com/name/nm0266622/?ref_=search_title_T1_result_s_822
822,Popstar: Never Stop Never Stopping,"                
            $20MM

",https://pro.imdb.com/title/tt3960412/?ref_=search_title_T1_result_823,Akiva Schaffer,https://pro.imdb.com/name/nm1676223/?ref_=search_title_T1_result_s_823
823,Entourage,"                
            $30MM

",https://pro.imdb.com/title/tt1674771/?ref_=search_title_T1_result_824,Doug Ellin,https://pro.imdb.com/name/nm0254120/?ref_=search_title_T1_result_s_824
824,Miss Sloane,"                
            $13MM

",https://pro.imdb.com/title/tt4540710/?ref_=search_title_T1_result_825,John Madden,https://pro.imdb.com/name/nm0006960/?ref_=search_title_T1_result_s_825
825,Unfriended: Dark Web,"                
            $1MM

",https://pro.imdb.com/title/tt4761916/?ref_=search_title_T1_result_826,Stephen Susco,https://pro.imdb.com/name/nm0839812/?ref_=search_title_T1_result_s_826
826,The Shack,"                
            $20MM

",https://pro.imdb.com/title/tt2872518/?ref_=search_title_T1_result_827,Stuart Hazeldine,https://pro.imdb.com/name/nm0371955/?ref_=search_title_T1_result_s_827
827,Free State of Jones,"                
            $50MM

",https://pro.imdb.com/title/tt1124037/?ref_=search_title_T1_result_828,Gary Ross,https://pro.imdb.com/name/nm0002657/?ref_=search_title_T1_result_s_828
828,Arbitrage,"                
            $12MM

",https://pro.imdb.com/title/tt1764183/?ref_=search_title_T1_result_829,Nicholas Jarecki,https://pro.imdb.com/name/nm1906430/?ref_=search_title_T1_result_s_829
829,The Roommate,"                
            $16MM

",https://pro.imdb.com/title/tt1265990/?ref_=search_title_T1_result_830,Christian E. Christiansen,https://pro.imdb.com/name/nm0160157/?ref_=search_title_T1_result_s_830
830,Gold,"                
            $20MM

",https://pro.imdb.com/title/tt1800302/?ref_=search_title_T1_result_831,Stephen Gaghan,https://pro.imdb.com/name/nm0300866/?ref_=search_title_T1_result_s_831
831,Johnny English Reborn,"                
            $45MM

",https://pro.imdb.com/title/tt1634122/?ref_=search_title_T1_result_832,Oliver Parker,https://pro.imdb.com/name/nm0662529/?ref_=search_title_T1_result_s_832
832,Snatched,"                
            $42MM

",https://pro.imdb.com/title/tt2334871/?ref_=search_title_T1_result_833,Jonathan Levine,https://pro.imdb.com/name/nm1349522/?ref_=search_title_T1_result_s_833
833,Big Eyes,"                
            $10MM

",https://pro.imdb.com/title/tt1126590/?ref_=search_title_T1_result_834,Tim Burton,https://pro.imdb.com/name/nm0000318/?ref_=search_title_T1_result_s_834
834,Live by Night,"                
            $108MM

",https://pro.imdb.com/title/tt2361317/?ref_=search_title_T1_result_835,Ben Affleck,https://pro.imdb.com/name/nm0000255/?ref_=search_title_T1_result_s_835
835,Spy Kids 4-D: All the Time in the World,"                
            $27MM

",https://pro.imdb.com/title/tt1517489/?ref_=search_title_T1_result_836,Robert Rodriguez,https://pro.imdb.com/name/nm0001675/?ref_=search_title_T1_result_s_836
836,Blackhat,"                
            $70MM

",https://pro.imdb.com/title/tt2717822/?ref_=search_title_T1_result_837,Michael Mann,https://pro.imdb.com/name/nm0000520/?ref_=search_title_T1_result_s_837
837,21 & Over,"                
            $13MM

",https://pro.imdb.com/title/tt1711425/?ref_=search_title_T1_result_838,Jon Lucas,https://pro.imdb.com/name/nm0524190/?ref_=search_title_T1_result_s_838
838,Fist Fight,"                
            $22MM

",https://pro.imdb.com/title/tt3401882/?ref_=search_title_T1_result_839,Richie Keen,https://pro.imdb.com/name/nm0007193/?ref_=search_title_T1_result_s_839
839,Killing Them Softly,"                
            $15MM

",https://pro.imdb.com/title/tt1764234/?ref_=search_title_T1_result_840,Andrew Dominik,https://pro.imdb.com/name/nm0231596/?ref_=search_title_T1_result_s_840
840,Margin Call,"                
            $3.5MM

",https://pro.imdb.com/title/tt1615147/?ref_=search_title_T1_result_841,J.C. Chandor,https://pro.imdb.com/name/nm1170855/?ref_=search_title_T1_result_s_841
841,Teen Titans Go! To the Movies,"                
            $10MM

",https://pro.imdb.com/title/tt7424200/?ref_=search_title_T1_result_842,Aaron Horvath,https://pro.imdb.com/name/nm1739338/?ref_=search_title_T1_result_s_842
842,Anchorman 2: The Legend Continues,"                
            $50MM

",https://pro.imdb.com/title/tt1229340/?ref_=search_title_T1_result_843,Adam McKay,https://pro.imdb.com/name/nm0570912/?ref_=search_title_T1_result_s_843
843,All I See Is You,"                
            $30MM

",https://pro.imdb.com/title/tt4486986/?ref_=search_title_T1_result_844,Marc Forster,https://pro.imdb.com/name/nm0286975/?ref_=search_title_T1_result_s_844
844,SuperFly,"                
            $16MM

",https://pro.imdb.com/title/tt7690670/?ref_=search_title_T1_result_845,Director X.,https://pro.imdb.com/name/nm1962311/?ref_=search_title_T1_result_s_845
845,We Are Your Friends,"                
            $2MM

",https://pro.imdb.com/title/tt3787590/?ref_=search_title_T1_result_846,Max Joseph,https://pro.imdb.com/name/nm3273000/?ref_=search_title_T1_result_s_846
846,Parker,"                
            $35MM

",https://pro.imdb.com/title/tt1904996/?ref_=search_title_T1_result_847,Taylor Hackford,https://pro.imdb.com/name/nm0000431/?ref_=search_title_T1_result_s_847
847,The BFG,"                
            $140MM

",https://pro.imdb.com/title/tt3691740/?ref_=search_title_T1_result_848,Steven Spielberg,https://pro.imdb.com/name/nm0000229/?ref_=search_title_T1_result_s_848
848,The Light Between Oceans,"                
            $20MM

",https://pro.imdb.com/title/tt2547584/?ref_=search_title_T1_result_849,Derek Cianfrance,https://pro.imdb.com/name/nm0161834/?ref_=search_title_T1_result_s_849
849,Blue Ruin,"                
            $420K

",https://pro.imdb.com/title/tt2359024/?ref_=search_title_T1_result_850,Jeremy Saulnier,https://pro.imdb.com/name/nm1099918/?ref_=search_title_T1_result_s_850
850,Endless Love,"                
            $20MM

",https://pro.imdb.com/title/tt2318092/?ref_=search_title_T1_result_851,Shana Feste,https://pro.imdb.com/name/nm0275277/?ref_=search_title_T1_result_s_851
851,Mother's Day,"                
            $25MM

",https://pro.imdb.com/title/tt4824302/?ref_=search_title_T1_result_852,Garry Marshall,https://pro.imdb.com/name/nm0005190/?ref_=search_title_T1_result_s_852
852,What to Expect When You're Expecting,"                
            $40MM

",https://pro.imdb.com/title/tt1586265/?ref_=search_title_T1_result_853,Kirk Jones,https://pro.imdb.com/name/nm0428600/?ref_=search_title_T1_result_s_853
853,Hitman: Agent 47,"                
            $35MM

",https://pro.imdb.com/title/tt2679042/?ref_=search_title_T1_result_854,Aleksander Bach,https://pro.imdb.com/name/nm5507490/?ref_=search_title_T1_result_s_854
854,Identity Thief,"                
            $35MM

",https://pro.imdb.com/title/tt2024432/?ref_=search_title_T1_result_855,Seth Gordon,https://pro.imdb.com/name/nm1164861/?ref_=search_title_T1_result_s_855
855,The Bye Bye Man,"                
            $7.4MM

",https://pro.imdb.com/title/tt4030600/?ref_=search_title_T1_result_856,Stacy Title,https://pro.imdb.com/name/nm0864468/?ref_=search_title_T1_result_s_856
856,Mortdecai,"                
            $60MM

",https://pro.imdb.com/title/tt3045616/?ref_=search_title_T1_result_857,David Koepp,https://pro.imdb.com/name/nm0462895/?ref_=search_title_T1_result_s_857
857,Child 44,"                
            $50MM

",https://pro.imdb.com/title/tt1014763/?ref_=search_title_T1_result_858,Daniel Espinosa,https://pro.imdb.com/name/nm1174251/?ref_=search_title_T1_result_s_858
858,Ben-Hur,"                
            $100MM

",https://pro.imdb.com/title/tt2638144/?ref_=search_title_T1_result_859,Timur Bekmambetov,https://pro.imdb.com/name/nm0067457/?ref_=search_title_T1_result_s_859
859,The Book of Life,"                
            $50MM

",https://pro.imdb.com/title/tt2262227/?ref_=search_title_T1_result_860,Jorge R. Gutiérrez,https://pro.imdb.com/name/nm1509613/?ref_=search_title_T1_result_s_860
860,Chernobyl Diaries,"                
            $1MM

",https://pro.imdb.com/title/tt1991245/?ref_=search_title_T1_result_861,Bradley Parker,https://pro.imdb.com/name/nm0662086/?ref_=search_title_T1_result_s_861
861,The Last Song,"                
            $20MM

",https://pro.imdb.com/title/tt1294226/?ref_=search_title_T1_result_862,Julie Anne Robinson,https://pro.imdb.com/name/nm1455688/?ref_=search_title_T1_result_s_862
862,The Bling Ring,"                
            $8MM

",https://pro.imdb.com/title/tt2132285/?ref_=search_title_T1_result_863,Sofia Coppola,https://pro.imdb.com/name/nm0001068/?ref_=search_title_T1_result_s_863
863,The Purge: Anarchy,"                
            $9MM

",https://pro.imdb.com/title/tt2975578/?ref_=search_title_T1_result_864,James DeMonaco,https://pro.imdb.com/name/nm0218621/?ref_=search_title_T1_result_s_864
864,Morning Glory,"                
            $40MM

",https://pro.imdb.com/title/tt1126618/?ref_=search_title_T1_result_865,Roger Michell,https://pro.imdb.com/name/nm0585011/?ref_=search_title_T1_result_s_865
865,Straw Dogs,"                
            $25MM

",https://pro.imdb.com/title/tt0999913/?ref_=search_title_T1_result_866,Rod Lurie,https://pro.imdb.com/name/nm0527109/?ref_=search_title_T1_result_s_866
866,Far from the Madding Crowd,"                
            £12MM

",https://pro.imdb.com/title/tt2935476/?ref_=search_title_T1_result_867,Thomas Vinterberg,https://pro.imdb.com/name/nm0899121/?ref_=search_title_T1_result_s_867
867,Vampire Academy,"                
            $30MM

",https://pro.imdb.com/title/tt1686821/?ref_=search_title_T1_result_868,Mark Waters,https://pro.imdb.com/name/nm0914134/?ref_=search_title_T1_result_s_868
868,Out of the Furnace,"                
            $22MM

",https://pro.imdb.com/title/tt1206543/?ref_=search_title_T1_result_869,Scott Cooper,https://pro.imdb.com/name/nm0178376/?ref_=search_title_T1_result_s_869
869,RED 2,"                
            $84MM

",https://pro.imdb.com/title/tt1821694/?ref_=search_title_T1_result_870,Dean Parisot,https://pro.imdb.com/name/nm0661751/?ref_=search_title_T1_result_s_870
870,Billy Lynn's Long Halftime Walk,"                
            $40MM

",https://pro.imdb.com/title/tt2513074/?ref_=search_title_T1_result_871,Ang Lee,https://pro.imdb.com/name/nm0000487/?ref_=search_title_T1_result_s_871
871,Going the Distance,"                
            $32MM

",https://pro.imdb.com/title/tt1322312/?ref_=search_title_T1_result_872,Nanette Burstein,https://pro.imdb.com/name/nm0123379/?ref_=search_title_T1_result_s_872
872,Colossal,"                
            $15MM

",https://pro.imdb.com/title/tt4680182/?ref_=search_title_T1_result_873,Nacho Vigalondo,https://pro.imdb.com/name/nm1443023/?ref_=search_title_T1_result_s_873
873,Wonder Wheel,"                
            $25MM

",https://pro.imdb.com/title/tt5825380/?ref_=search_title_T1_result_874,Woody Allen,https://pro.imdb.com/name/nm0000095/?ref_=search_title_T1_result_s_874
874,The Grey,"                
            $25MM

",https://pro.imdb.com/title/tt1601913/?ref_=search_title_T1_result_875,Joe Carnahan,https://pro.imdb.com/name/nm0138620/?ref_=search_title_T1_result_s_875
875,Despicable Me 2,"                
            $76MM

",https://pro.imdb.com/title/tt1690953/?ref_=search_title_T1_result_876,Pierre Coffin,https://pro.imdb.com/name/nm1853544/?ref_=search_title_T1_result_s_876
876,The Walk,"                
            $35MM

",https://pro.imdb.com/title/tt3488710/?ref_=search_title_T1_result_877,Robert Zemeckis,https://pro.imdb.com/name/nm0000709/?ref_=search_title_T1_result_s_877
877,The Purge: Election Year,"                
            $10MM

",https://pro.imdb.com/title/tt4094724/?ref_=search_title_T1_result_878,James DeMonaco,https://pro.imdb.com/name/nm0218621/?ref_=search_title_T1_result_s_878
878,Paul Blart: Mall Cop 2,"                
            $30MM

",https://pro.imdb.com/title/tt3450650/?ref_=search_title_T1_result_879,Andy Fickman,https://pro.imdb.com/name/nm0275698/?ref_=search_title_T1_result_s_879
879,Scouts Guide to the Zombie Apocalypse,"                
            $15MM

",https://pro.imdb.com/title/tt1727776/?ref_=search_title_T1_result_880,Christopher Landon,https://pro.imdb.com/name/nm0484907/?ref_=search_title_T1_result_s_880
880,Breaking In,"                
            $6MM

",https://pro.imdb.com/title/tt7137846/?ref_=search_title_T1_result_881,James McTeigue,https://pro.imdb.com/name/nm0574625/?ref_=search_title_T1_result_s_881
881,Zookeeper,"                
            $80MM

",https://pro.imdb.com/title/tt1222817/?ref_=search_title_T1_result_882,Frank Coraci,https://pro.imdb.com/name/nm0178997/?ref_=search_title_T1_result_s_882
882,Red Riding Hood,"                
            $42MM

",https://pro.imdb.com/title/tt1486185/?ref_=search_title_T1_result_883,Catherine Hardwicke,https://pro.imdb.com/name/nm0362566/?ref_=search_title_T1_result_s_883
883,Pawn Sacrifice,"                
            $19MM

",https://pro.imdb.com/title/tt1596345/?ref_=search_title_T1_result_884,Edward Zwick,https://pro.imdb.com/name/nm0001880/?ref_=search_title_T1_result_s_884
884,The Hurricane Heist,"                
            $45MM

",https://pro.imdb.com/title/tt5360952/?ref_=search_title_T1_result_885,Rob Cohen,https://pro.imdb.com/name/nm0003418/?ref_=search_title_T1_result_s_885
885,Season of the Witch,"                
            $40MM

",https://pro.imdb.com/title/tt0479997/?ref_=search_title_T1_result_886,Dominic Sena,https://pro.imdb.com/name/nm0784061/?ref_=search_title_T1_result_s_886
886,The Artist,"                
            $15MM

",https://pro.imdb.com/title/tt1655442/?ref_=search_title_T1_result_887,Michel Hazanavicius,https://pro.imdb.com/name/nm0371890/?ref_=search_title_T1_result_s_887
887,Fright Night,"                
            $30MM

",https://pro.imdb.com/title/tt1438176/?ref_=search_title_T1_result_888,Craig Gillespie,https://pro.imdb.com/name/nm0318916/?ref_=search_title_T1_result_s_888
888,Loving,"                
            $9MM

",https://pro.imdb.com/title/tt4669986/?ref_=search_title_T1_result_889,Jeff Nichols,https://pro.imdb.com/name/nm2158772/?ref_=search_title_T1_result_s_889
889,Abraham Lincoln: Vampire Hunter,"                
            $69MM

",https://pro.imdb.com/title/tt1611224/?ref_=search_title_T1_result_890,Timur Bekmambetov,https://pro.imdb.com/name/nm0067457/?ref_=search_title_T1_result_s_890
890,Knight and Day,"                
            $117MM

",https://pro.imdb.com/title/tt1013743/?ref_=search_title_T1_result_891,James Mangold,https://pro.imdb.com/name/nm0003506/?ref_=search_title_T1_result_s_891
891,Scary Movie 5,"                
            $20MM

",https://pro.imdb.com/title/tt0795461/?ref_=search_title_T1_result_892,Malcolm D. Lee,https://pro.imdb.com/name/nm0002700/?ref_=search_title_T1_result_s_892
892,Sisters,"                
            $30MM

",https://pro.imdb.com/title/tt1850457/?ref_=search_title_T1_result_893,Jason Moore,https://pro.imdb.com/name/nm0601337/?ref_=search_title_T1_result_s_893
893,Diary of a Wimpy Kid: The Long Haul,"                
            $22MM

",https://pro.imdb.com/title/tt6003368/?ref_=search_title_T1_result_894,David Bowers,https://pro.imdb.com/name/nm0101047/?ref_=search_title_T1_result_s_894
894,The Forest,"                
            $10MM

",https://pro.imdb.com/title/tt3387542/?ref_=search_title_T1_result_895,Jason Zada,https://pro.imdb.com/name/nm4941030/?ref_=search_title_T1_result_s_895
895,Ouija,"                
            $5MM

",https://pro.imdb.com/title/tt1204977/?ref_=search_title_T1_result_896,Stiles White,https://pro.imdb.com/name/nm0925482/?ref_=search_title_T1_result_s_896
896,Insidious: Chapter 3,"                
            $10MM

",https://pro.imdb.com/title/tt3195644/?ref_=search_title_T1_result_897,Leigh Whannell,https://pro.imdb.com/name/nm1191481/?ref_=search_title_T1_result_s_897
897,Resident Evil: Retribution,"                
            $65MM

",https://pro.imdb.com/title/tt1855325/?ref_=search_title_T1_result_898,Paul W.S. Anderson,https://pro.imdb.com/name/nm0027271/?ref_=search_title_T1_result_s_898
