,titles,budgets,film_page_urls,directors,director_page_urls
898,The Crazies,"                
            $20MM

",https://pro.imdb.com/title/tt0455407/?ref_=search_title_T1_result_899,Breck Eisner,https://pro.imdb.com/name/nm0252135/?ref_=search_title_T1_result_s_899
899,No Escape,"                
            $16MM

",https://pro.imdb.com/title/tt1781922/?ref_=search_title_T1_result_900,John Erick Dowdle,https://pro.imdb.com/name/nm0235719/?ref_=search_title_T1_result_s_900
900,Madagascar 3: Europe's Most Wanted,"                
            $145MM

",https://pro.imdb.com/title/tt1277953/?ref_=search_title_T1_result_901,Eric Darnell,https://pro.imdb.com/name/nm0201509/?ref_=search_title_T1_result_s_901
901,Minions,"                
            $74MM

",https://pro.imdb.com/title/tt2293640/?ref_=search_title_T1_result_902,Kyle Balda,https://pro.imdb.com/name/nm0049633/?ref_=search_title_T1_result_s_902
902,Jersey Boys,"                
            $40MM

",https://pro.imdb.com/title/tt1742044/?ref_=search_title_T1_result_903,Clint Eastwood,https://pro.imdb.com/name/nm0000142/?ref_=search_title_T1_result_s_903
903,We Bought a Zoo,"                
            $50MM

",https://pro.imdb.com/title/tt1389137/?ref_=search_title_T1_result_904,Cameron Crowe,https://pro.imdb.com/name/nm0001081/?ref_=search_title_T1_result_s_904
904,Labor Day,"                
            $18MM

",https://pro.imdb.com/title/tt1967545/?ref_=search_title_T1_result_905,Jason Reitman,https://pro.imdb.com/name/nm0718646/?ref_=search_title_T1_result_s_905
905,The Finest Hours,"                
            $80MM

",https://pro.imdb.com/title/tt2025690/?ref_=search_title_T1_result_906,Craig Gillespie,https://pro.imdb.com/name/nm0318916/?ref_=search_title_T1_result_s_906
906,Rise of the Guardians,"                
            $145MM

",https://pro.imdb.com/title/tt1446192/?ref_=search_title_T1_result_907,Peter Ramsey,https://pro.imdb.com/name/nm0709056/?ref_=search_title_T1_result_s_907
907,Haywire,"                
            $23MM

",https://pro.imdb.com/title/tt1506999/?ref_=search_title_T1_result_908,Steven Soderbergh,https://pro.imdb.com/name/nm0001752/?ref_=search_title_T1_result_s_908
908,Let's Be Cops,"                
            $17MM

",https://pro.imdb.com/title/tt1924435/?ref_=search_title_T1_result_909,Luke Greenfield,https://pro.imdb.com/name/nm0339004/?ref_=search_title_T1_result_s_909
909,Jonah Hex,"                
            $47MM

",https://pro.imdb.com/title/tt1075747/?ref_=search_title_T1_result_910,Jimmy Hayward,https://pro.imdb.com/name/nm0371755/?ref_=search_title_T1_result_s_910
910,Tooth Fairy,"                
            $48MM

",https://pro.imdb.com/title/tt0808510/?ref_=search_title_T1_result_911,Michael Lembeck,https://pro.imdb.com/name/nm0501185/?ref_=search_title_T1_result_s_911
911,Z for Zachariah,"                
            $7.5MM

",https://pro.imdb.com/title/tt1598642/?ref_=search_title_T1_result_912,Craig Zobel,https://pro.imdb.com/name/nm0957505/?ref_=search_title_T1_result_s_912
912,Jackie,"                
            $9MM

",https://pro.imdb.com/title/tt1619029/?ref_=search_title_T1_result_913,Pablo Larraín,https://pro.imdb.com/name/nm1883257/?ref_=search_title_T1_result_s_913
913,The Lorax,"                
            $70MM

",https://pro.imdb.com/title/tt1482459/?ref_=search_title_T1_result_914,Chris Renaud,https://pro.imdb.com/name/nm0719208/?ref_=search_title_T1_result_s_914
914,The Incredible Burt Wonderstone,"                
            $30MM

",https://pro.imdb.com/title/tt0790628/?ref_=search_title_T1_result_915,Don Scardino,https://pro.imdb.com/name/nm0769135/?ref_=search_title_T1_result_s_915
915,Traffik,"                
            $4MM

",https://pro.imdb.com/title/tt5670152/?ref_=search_title_T1_result_916,Deon Taylor,https://pro.imdb.com/name/nm1938064/?ref_=search_title_T1_result_s_916
916,Carnage,"                
            $25MM

",https://pro.imdb.com/title/tt1692486/?ref_=search_title_T1_result_917,Roman Polanski,https://pro.imdb.com/name/nm0000591/?ref_=search_title_T1_result_s_917
917,The Last Stand,"                
            $45MM

",https://pro.imdb.com/title/tt1549920/?ref_=search_title_T1_result_918,Jee-woon Kim,https://pro.imdb.com/name/nm0453518/?ref_=search_title_T1_result_s_918
918,Unstoppable,"                
            $100MM

",https://pro.imdb.com/title/tt0477080/?ref_=search_title_T1_result_919,Tony Scott,https://pro.imdb.com/name/nm0001716/?ref_=search_title_T1_result_s_919
919,Concussion,"                
            $35MM

",https://pro.imdb.com/title/tt3322364/?ref_=search_title_T1_result_920,Peter Landesman,https://pro.imdb.com/name/nm1481618/?ref_=search_title_T1_result_s_920
920,Saw 3D: The Final Chapter,"                
            $20MM

",https://pro.imdb.com/title/tt1477076/?ref_=search_title_T1_result_921,Kevin Greutert,https://pro.imdb.com/name/nm0340436/?ref_=search_title_T1_result_s_921
921,Selma,"                
            $20MM

",https://pro.imdb.com/title/tt1020072/?ref_=search_title_T1_result_922,Ava DuVernay,https://pro.imdb.com/name/nm1148550/?ref_=search_title_T1_result_s_922
922,All Is Lost,"                
            $9MM

",https://pro.imdb.com/title/tt2017038/?ref_=search_title_T1_result_923,J.C. Chandor,https://pro.imdb.com/name/nm1170855/?ref_=search_title_T1_result_s_923
923,Killers,"                
            $75MM

",https://pro.imdb.com/title/tt1103153/?ref_=search_title_T1_result_924,Robert Luketic,https://pro.imdb.com/name/nm0525659/?ref_=search_title_T1_result_s_924
924,Dear John,"                
            $25MM

",https://pro.imdb.com/title/tt0989757/?ref_=search_title_T1_result_925,Lasse Hallström,https://pro.imdb.com/name/nm0002120/?ref_=search_title_T1_result_s_925
925,How to Be a Latin Lover,"                
            $10MM

",https://pro.imdb.com/title/tt4795124/?ref_=search_title_T1_result_926,Ken Marino,https://pro.imdb.com/name/nm0547800/?ref_=search_title_T1_result_s_926
926,Snitch,"                
            $15MM

",https://pro.imdb.com/title/tt0882977/?ref_=search_title_T1_result_927,Ric Roman Waugh,https://pro.imdb.com/name/nm0006846/?ref_=search_title_T1_result_s_927
927,Get Hard,"                
            $40MM

",https://pro.imdb.com/title/tt2561572/?ref_=search_title_T1_result_928,Etan Cohen,https://pro.imdb.com/name/nm1000113/?ref_=search_title_T1_result_s_928
928,Blair Witch,"                
            $5MM

",https://pro.imdb.com/title/tt1540011/?ref_=search_title_T1_result_929,Adam Wingard,https://pro.imdb.com/name/nm1417392/?ref_=search_title_T1_result_s_929
929,Killer Joe,"                
            $11MM

",https://pro.imdb.com/title/tt1726669/?ref_=search_title_T1_result_930,William Friedkin,https://pro.imdb.com/name/nm0001243/?ref_=search_title_T1_result_s_930
930,Ice Age: Collision Course,"                
            $105MM

",https://pro.imdb.com/title/tt3416828/?ref_=search_title_T1_result_931,Mike Thurmeier,https://pro.imdb.com/name/nm0862211/?ref_=search_title_T1_result_s_931
931,Sleepless,"                
            $30MM

",https://pro.imdb.com/title/tt2072233/?ref_=search_title_T1_result_932,Baran bo Odar,https://pro.imdb.com/name/nm2171633/?ref_=search_title_T1_result_s_932
932,Self/less,"                
            $26MM

",https://pro.imdb.com/title/tt2140379/?ref_=search_title_T1_result_933,Tarsem Singh,https://pro.imdb.com/name/nm0802248/?ref_=search_title_T1_result_s_933
933,Beastly,"                
            $17MM

",https://pro.imdb.com/title/tt1152398/?ref_=search_title_T1_result_934,Daniel Barnz,https://pro.imdb.com/name/nm1400426/?ref_=search_title_T1_result_s_934
934,"Roman J. Israel, Esq.","                
            $22MM

",https://pro.imdb.com/title/tt6000478/?ref_=search_title_T1_result_935,Dan Gilroy,https://pro.imdb.com/name/nm0319659/?ref_=search_title_T1_result_s_935
935,3 Days to Kill,"                
            $28MM

",https://pro.imdb.com/title/tt2172934/?ref_=search_title_T1_result_936,McG,https://pro.imdb.com/name/nm0629334/?ref_=search_title_T1_result_s_936
936,Take Shelter,"                
            $5MM

",https://pro.imdb.com/title/tt1675192/?ref_=search_title_T1_result_937,Jeff Nichols,https://pro.imdb.com/name/nm2158772/?ref_=search_title_T1_result_s_937
937,What's Your Number?,"                
            $20MM

",https://pro.imdb.com/title/tt0770703/?ref_=search_title_T1_result_938,Mark Mylod,https://pro.imdb.com/name/nm0617042/?ref_=search_title_T1_result_s_938
938,Resident Evil: Afterlife,"                
            $60MM

",https://pro.imdb.com/title/tt1220634/?ref_=search_title_T1_result_939,Paul W.S. Anderson,https://pro.imdb.com/name/nm0027271/?ref_=search_title_T1_result_s_939
939,The Night Before,"                
            $25MM

",https://pro.imdb.com/title/tt3530002/?ref_=search_title_T1_result_940,Jonathan Levine,https://pro.imdb.com/name/nm1349522/?ref_=search_title_T1_result_s_940
940,Fifty Shades of Black,"                
            $5MM

",https://pro.imdb.com/title/tt4667094/?ref_=search_title_T1_result_941,Michael Tiddes,https://pro.imdb.com/name/nm1639277/?ref_=search_title_T1_result_s_941
941,How Do You Know,"                
            $120MM

",https://pro.imdb.com/title/tt1341188/?ref_=search_title_T1_result_942,James L. Brooks,https://pro.imdb.com/name/nm0000985/?ref_=search_title_T1_result_s_942
942,Lee Daniels' The Butler,"                
            $30MM

",https://pro.imdb.com/title/tt1327773/?ref_=search_title_T1_result_943,Lee Daniels,https://pro.imdb.com/name/nm0200005/?ref_=search_title_T1_result_s_943
943,The Gambler,"                
            $25MM

",https://pro.imdb.com/title/tt2039393/?ref_=search_title_T1_result_944,Rupert Wyatt,https://pro.imdb.com/name/nm1012501/?ref_=search_title_T1_result_s_944
944,Paddington,"                
            $55MM

",https://pro.imdb.com/title/tt1109624/?ref_=search_title_T1_result_945,Paul King,https://pro.imdb.com/name/nm1653753/?ref_=search_title_T1_result_s_945
945,Abduction,"                
            $35MM

",https://pro.imdb.com/title/tt1600195/?ref_=search_title_T1_result_946,John Singleton,https://pro.imdb.com/name/nm0005436/?ref_=search_title_T1_result_s_946
946,Deliver Us from Evil,"                
            $30MM

",https://pro.imdb.com/title/tt2377322/?ref_=search_title_T1_result_947,Scott Derrickson,https://pro.imdb.com/name/nm0220600/?ref_=search_title_T1_result_s_947
947,The Diary of a Teenage Girl,"                
            $2MM

",https://pro.imdb.com/title/tt3172532/?ref_=search_title_T1_result_948,Marielle Heller,https://pro.imdb.com/name/nm1716636/?ref_=search_title_T1_result_s_948
948,Victor Frankenstein,"                
            $65MM

",https://pro.imdb.com/title/tt1976009/?ref_=search_title_T1_result_949,Paul McGuigan,https://pro.imdb.com/name/nm0006476/?ref_=search_title_T1_result_s_949
949,Mr. Church,"                
            $8MM

",https://pro.imdb.com/title/tt4196848/?ref_=search_title_T1_result_950,Bruce Beresford,https://pro.imdb.com/name/nm0000915/?ref_=search_title_T1_result_s_950
950,The Big Wedding,"                
            $35MM

",https://pro.imdb.com/title/tt1931435/?ref_=search_title_T1_result_951,Justin Zackham,https://pro.imdb.com/name/nm0951698/?ref_=search_title_T1_result_s_951
951,Run All Night,"                
            $50MM

",https://pro.imdb.com/title/tt2199571/?ref_=search_title_T1_result_952,Jaume Collet-Serra,https://pro.imdb.com/name/nm1429471/?ref_=search_title_T1_result_s_952
952,Repo Men,"                
            $32MM

",https://pro.imdb.com/title/tt1053424/?ref_=search_title_T1_result_953,Miguel Sapochnik,https://pro.imdb.com/name/nm0764601/?ref_=search_title_T1_result_s_953
953,Into the Storm,"                
            $50MM

",https://pro.imdb.com/title/tt2106361/?ref_=search_title_T1_result_954,Steven Quale,https://pro.imdb.com/name/nm0702797/?ref_=search_title_T1_result_s_954
954,Shrek Forever After,"                
            $165MM

",https://pro.imdb.com/title/tt0892791/?ref_=search_title_T1_result_955,Mike Mitchell,https://pro.imdb.com/name/nm0593610/?ref_=search_title_T1_result_s_955
955,Here Comes the Boom,"                
            $42MM

",https://pro.imdb.com/title/tt1648179/?ref_=search_title_T1_result_956,Frank Coraci,https://pro.imdb.com/name/nm0178997/?ref_=search_title_T1_result_s_956
956,Like Crazy,"                
            $250K

",https://pro.imdb.com/title/tt1758692/?ref_=search_title_T1_result_957,Drake Doremus,https://pro.imdb.com/name/nm2035886/?ref_=search_title_T1_result_s_957
957,Sabotage,"                
            $35MM

",https://pro.imdb.com/title/tt1742334/?ref_=search_title_T1_result_958,David Ayer,https://pro.imdb.com/name/nm0043742/?ref_=search_title_T1_result_s_958
958,Home,"                
            $135MM

",https://pro.imdb.com/title/tt2224026/?ref_=search_title_T1_result_959,Tim Johnson,https://pro.imdb.com/name/nm0426333/?ref_=search_title_T1_result_s_959
959,Morgan,"                
            $8MM

",https://pro.imdb.com/title/tt4520364/?ref_=search_title_T1_result_960,Luke Scott,https://pro.imdb.com/name/nm0779524/?ref_=search_title_T1_result_s_960
960,American Ultra,"                
            $28MM

",https://pro.imdb.com/title/tt3316948/?ref_=search_title_T1_result_961,Nima Nourizadeh,https://pro.imdb.com/name/nm1294036/?ref_=search_title_T1_result_s_961
961,The Book Thief,"                
            $19MM

",https://pro.imdb.com/title/tt0816442/?ref_=search_title_T1_result_962,Brian Percival,https://pro.imdb.com/name/nm1093053/?ref_=search_title_T1_result_s_962
962,Hotel Transylvania 2,"                
            $80MM

",https://pro.imdb.com/title/tt2510894/?ref_=search_title_T1_result_963,Genndy Tartakovsky,https://pro.imdb.com/name/nm0850733/?ref_=search_title_T1_result_s_963
963,Still Alice,"                
            $5MM

",https://pro.imdb.com/title/tt3316960/?ref_=search_title_T1_result_964,Richard Glatzer,https://pro.imdb.com/name/nm0322144/?ref_=search_title_T1_result_s_964
964,Tower Heist,"                
            $75MM

",https://pro.imdb.com/title/tt0471042/?ref_=search_title_T1_result_965,Brett Ratner,https://pro.imdb.com/name/nm0711840/?ref_=search_title_T1_result_s_965
965,The Ides of March,"                
            $12MM

",https://pro.imdb.com/title/tt1124035/?ref_=search_title_T1_result_966,George Clooney,https://pro.imdb.com/name/nm0000123/?ref_=search_title_T1_result_s_966
966,30 Minutes or Less,"                
            $28MM

",https://pro.imdb.com/title/tt1622547/?ref_=search_title_T1_result_967,Ruben Fleischer,https://pro.imdb.com/name/nm0281508/?ref_=search_title_T1_result_s_967
967,Storks,"                
            $70MM

",https://pro.imdb.com/title/tt4624424/?ref_=search_title_T1_result_968,Nicholas Stoller,https://pro.imdb.com/name/nm0831557/?ref_=search_title_T1_result_s_968
968,Little Fockers,"                
            $100MM

",https://pro.imdb.com/title/tt0970866/?ref_=search_title_T1_result_969,Paul Weitz,https://pro.imdb.com/name/nm0919369/?ref_=search_title_T1_result_s_969
969,Middle School: The Worst Years of My Life,"                
            $8.5MM

",https://pro.imdb.com/title/tt4981636/?ref_=search_title_T1_result_970,Steve Carr,https://pro.imdb.com/name/nm0139867/?ref_=search_title_T1_result_s_970
970,Bullet to the Head,"                
            $55MM

",https://pro.imdb.com/title/tt1308729/?ref_=search_title_T1_result_971,Walter Hill,https://pro.imdb.com/name/nm0001353/?ref_=search_title_T1_result_s_971
